step,ego_action,partner_action,reward,total_return,sparse_return,deliveries,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,pots,objects
250,"(0, -1)","(1, 0)",0.0,305.0,160.0,8.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
251,interact,"(0, -1)",0.0,305.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
252,"(-1, 0)","(1, 0)",0.0,305.0,160.0,8.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
253,interact,interact,3.0,308.0,160.0,8.0,"(5, 2)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 1);(4, 3):empty","(4, 2):soup('onion', 3, 1)"
254,"(0, -1)",interact,0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):empty","(4, 2):soup('onion', 3, 2)"
255,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):empty","(4, 2):soup('onion', 3, 3)"
256,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):empty","(4, 2):soup('onion', 3, 4)"
257,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
258,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
259,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 7);(4, 3):empty","(4, 2):soup('onion', 3, 7)"
260,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 8);(4, 3):empty","(4, 2):soup('onion', 3, 8)"
261,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 9);(4, 3):empty","(4, 2):soup('onion', 3, 9)"
262,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 10);(4, 3):empty","(4, 2):soup('onion', 3, 10)"
263,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):empty","(4, 2):soup('onion', 3, 11)"
264,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):empty","(4, 2):soup('onion', 3, 12)"
265,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):empty","(4, 2):soup('onion', 3, 13)"
266,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):empty","(4, 2):soup('onion', 3, 14)"
267,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):empty","(4, 2):soup('onion', 3, 15)"
268,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):empty","(4, 2):soup('onion', 3, 16)"
269,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):empty","(4, 2):soup('onion', 3, 17)"
270,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):empty","(4, 2):soup('onion', 3, 18)"
271,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):empty","(4, 2):soup('onion', 3, 19)"
272,interact,"(0, 0)",0.0,308.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):empty","(4, 2):soup('onion', 3, 20)"
273,interact,interact,5.0,313.0,160.0,8.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
274,"(-1, 0)","(0, -1)",0.0,313.0,160.0,8.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
275,interact,interact,23.0,336.0,180.0,9.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
276,"(0, -1)","(0, 1)",0.0,336.0,180.0,9.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
277,interact,"(0, 1)",0.0,336.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
278,"(-1, 0)",interact,3.0,339.0,180.0,9.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
279,interact,"(0, -1)",3.0,342.0,180.0,9.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
280,"(0, -1)","(1, 0)",0.0,342.0,180.0,9.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
281,interact,"(0, -1)",0.0,342.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
282,"(-1, 0)","(1, 0)",0.0,342.0,180.0,9.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
283,interact,interact,3.0,345.0,180.0,9.0,"(5, 2)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 1);(4, 3):empty","(4, 2):soup('onion', 3, 1)"
284,"(0, -1)",interact,0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):empty","(4, 2):soup('onion', 3, 2)"
285,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):empty","(4, 2):soup('onion', 3, 3)"
286,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):empty","(4, 2):soup('onion', 3, 4)"
287,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
288,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
289,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 7);(4, 3):empty","(4, 2):soup('onion', 3, 7)"
290,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 8);(4, 3):empty","(4, 2):soup('onion', 3, 8)"
291,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 9);(4, 3):empty","(4, 2):soup('onion', 3, 9)"
292,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 10);(4, 3):empty","(4, 2):soup('onion', 3, 10)"
293,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):empty","(4, 2):soup('onion', 3, 11)"
294,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):empty","(4, 2):soup('onion', 3, 12)"
295,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):empty","(4, 2):soup('onion', 3, 13)"
296,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):empty","(4, 2):soup('onion', 3, 14)"
297,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):empty","(4, 2):soup('onion', 3, 15)"
298,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):empty","(4, 2):soup('onion', 3, 16)"
299,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):empty","(4, 2):soup('onion', 3, 17)"
300,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):empty","(4, 2):soup('onion', 3, 18)"
301,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):empty","(4, 2):soup('onion', 3, 19)"
302,interact,"(0, 0)",0.0,345.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):empty","(4, 2):soup('onion', 3, 20)"
303,interact,interact,5.0,350.0,180.0,9.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
304,"(-1, 0)","(0, -1)",0.0,350.0,180.0,9.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
305,interact,interact,23.0,373.0,200.0,10.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
306,"(0, -1)","(0, 1)",0.0,373.0,200.0,10.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
307,interact,"(0, 1)",0.0,373.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
308,"(-1, 0)",interact,3.0,376.0,200.0,10.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
309,interact,"(0, -1)",3.0,379.0,200.0,10.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
310,"(0, -1)","(1, 0)",0.0,379.0,200.0,10.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
311,interact,"(0, -1)",0.0,379.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
312,"(-1, 0)","(1, 0)",0.0,379.0,200.0,10.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
313,interact,interact,3.0,382.0,200.0,10.0,"(5, 2)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 1);(4, 3):empty","(4, 2):soup('onion', 3, 1)"
314,"(0, -1)",interact,0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):empty","(4, 2):soup('onion', 3, 2)"
315,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):empty","(4, 2):soup('onion', 3, 3)"
316,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):empty","(4, 2):soup('onion', 3, 4)"
317,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
318,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
319,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 7);(4, 3):empty","(4, 2):soup('onion', 3, 7)"
320,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 8);(4, 3):empty","(4, 2):soup('onion', 3, 8)"
321,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 9);(4, 3):empty","(4, 2):soup('onion', 3, 9)"
322,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 10);(4, 3):empty","(4, 2):soup('onion', 3, 10)"
323,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):empty","(4, 2):soup('onion', 3, 11)"
324,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):empty","(4, 2):soup('onion', 3, 12)"
325,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):empty","(4, 2):soup('onion', 3, 13)"
326,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):empty","(4, 2):soup('onion', 3, 14)"
327,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):empty","(4, 2):soup('onion', 3, 15)"
328,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):empty","(4, 2):soup('onion', 3, 16)"
329,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):empty","(4, 2):soup('onion', 3, 17)"
330,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):empty","(4, 2):soup('onion', 3, 18)"
331,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):empty","(4, 2):soup('onion', 3, 19)"
332,interact,"(0, 0)",0.0,382.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):empty","(4, 2):soup('onion', 3, 20)"
333,interact,interact,5.0,387.0,200.0,10.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
334,"(-1, 0)","(0, -1)",0.0,387.0,200.0,10.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
335,interact,interact,23.0,410.0,220.0,11.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
336,"(0, -1)","(0, 1)",0.0,410.0,220.0,11.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
337,interact,"(0, 1)",0.0,410.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
338,"(-1, 0)",interact,3.0,413.0,220.0,11.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
339,interact,"(0, -1)",3.0,416.0,220.0,11.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
340,"(0, -1)","(1, 0)",0.0,416.0,220.0,11.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
341,interact,"(0, -1)",0.0,416.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
342,"(-1, 0)","(1, 0)",0.0,416.0,220.0,11.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
343,interact,interact,3.0,419.0,220.0,11.0,"(5, 2)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 1);(4, 3):empty","(4, 2):soup('onion', 3, 1)"
344,"(0, -1)",interact,0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):empty","(4, 2):soup('onion', 3, 2)"
345,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):empty","(4, 2):soup('onion', 3, 3)"
346,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):empty","(4, 2):soup('onion', 3, 4)"
347,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
348,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
349,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 7);(4, 3):empty","(4, 2):soup('onion', 3, 7)"
350,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 8);(4, 3):empty","(4, 2):soup('onion', 3, 8)"
351,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 9);(4, 3):empty","(4, 2):soup('onion', 3, 9)"
352,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 10);(4, 3):empty","(4, 2):soup('onion', 3, 10)"
353,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):empty","(4, 2):soup('onion', 3, 11)"
354,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):empty","(4, 2):soup('onion', 3, 12)"
355,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):empty","(4, 2):soup('onion', 3, 13)"
356,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):empty","(4, 2):soup('onion', 3, 14)"
357,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):empty","(4, 2):soup('onion', 3, 15)"
358,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):empty","(4, 2):soup('onion', 3, 16)"
359,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):empty","(4, 2):soup('onion', 3, 17)"
360,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):empty","(4, 2):soup('onion', 3, 18)"
361,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):empty","(4, 2):soup('onion', 3, 19)"
362,interact,"(0, 0)",0.0,419.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):empty","(4, 2):soup('onion', 3, 20)"
363,interact,interact,5.0,424.0,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
364,"(-1, 0)","(0, -1)",0.0,424.0,220.0,11.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
365,interact,interact,23.0,447.0,240.0,12.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
366,"(0, -1)","(0, 1)",0.0,447.0,240.0,12.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
367,interact,"(0, 1)",0.0,447.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
368,"(-1, 0)",interact,3.0,450.0,240.0,12.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
369,interact,"(0, -1)",3.0,453.0,240.0,12.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
370,"(0, -1)","(1, 0)",0.0,453.0,240.0,12.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
371,interact,"(0, -1)",0.0,453.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
372,"(-1, 0)","(1, 0)",0.0,453.0,240.0,12.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
373,interact,interact,3.0,456.0,240.0,12.0,"(5, 2)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 1);(4, 3):empty","(4, 2):soup('onion', 3, 1)"
