step,ego_action,partner_action,reward,total_return,sparse_return,deliveries,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,pots,objects
195,"(-1, 0)","(0, 1)",-0.01200000000000001,413.27959999999956,220.0,11.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):empty;(4, 3):soup('onion', 3, 8)","(4, 3):soup('onion', 3, 8)"
196,interact,"(0, 1)",3.3444,416.62399999999957,220.0,11.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)"
197,"(0, -1)","(0, 1)",-0.015600000000000147,416.60839999999956,220.0,11.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)"
198,interact,"(0, 0)",-0.015600000000000147,416.59279999999956,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)"
199,"(-1, 0)","(0, 1)",-0.015600000000000147,416.57719999999955,220.0,11.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 12)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 12)"
200,interact,"(0, 1)",3.3408,419.91799999999955,220.0,11.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)"
201,"(0, -1)","(0, 1)",-0.019200000000000016,419.89879999999954,220.0,11.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)"
202,interact,"(0, 0)",-0.019200000000000016,419.8795999999995,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)"
203,"(-1, 0)","(0, 1)",-0.019200000000000016,419.8603999999995,220.0,11.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 16)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 16)"
204,interact,"(0, 1)",3.456,423.31639999999953,220.0,11.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 17)","(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 17)"
205,"(0, -1)",interact,2.976,426.29239999999953,220.0,11.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 18)","(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 18)"
206,interact,"(1, 0)",-0.02400000000000002,426.26839999999953,220.0,11.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 19)","(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 19)"
207,"(0, 1)",interact,0.5700000000000001,426.8383999999995,220.0,11.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 20)"
208,"(0, 0)",interact,5.4452,432.2835999999995,220.0,11.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(1, 0)","soup('onion', 3, 20)","(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
209,"(-1, 0)","(0, -1)",0.024600000000000222,432.30819999999954,220.0,11.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
210,interact,interact,21.0044,453.3125999999995,240.0,12.0,"(5, 3)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)"
211,"(0, -1)",interact,-0.015600000000000147,453.2969999999995,240.0,12.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)"
212,interact,"(0, 1)",-0.015600000000000147,453.2813999999995,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)"
213,"(0, 1)","(0, 1)",-0.015600000000000147,453.2657999999995,240.0,12.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)"
214,"(-1, 0)",interact,2.9844,456.2501999999995,240.0,12.0,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 1, 0)"
215,interact,"(1, 0)",3.3408,459.5909999999995,240.0,12.0,"(5, 3)","(-1, 0)",,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)"
216,"(0, -1)","(0, -1)",-0.019200000000000016,459.5717999999995,240.0,12.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)"
217,interact,"(-1, 0)",-0.019200000000000016,459.5525999999995,240.0,12.0,"(5, 2)","(0, -1)",onion,"(2, 2)","(-1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)"
218,"(0, 1)","(1, 0)",-0.019200000000000016,459.53339999999946,240.0,12.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)"
219,"(-1, 0)",interact,-0.019200000000000016,459.51419999999945,240.0,12.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 2, 0)"
220,interact,interact,3.456,462.97019999999947,240.0,12.0,"(5, 3)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 1)","(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 1)"
221,"(0, -1)","(0, -1)",-0.02400000000000002,462.94619999999946,240.0,12.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 2)","(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 2)"
222,interact,"(-1, 0)",-0.02400000000000002,462.92219999999946,240.0,12.0,"(5, 2)","(0, -1)",onion,"(2, 2)","(-1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 3)","(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 3)"
223,"(0, 1)","(1, 0)",0.5700000000000001,463.49219999999946,240.0,12.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 4)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 4)"
224,"(0, 0)",interact,5.5046,468.99679999999944,240.0,12.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):soup('onion', 3, 5)","(4, 3):soup('onion', 3, 5)"
225,"(-1, 0)","(0, -1)",-0.0354000000000001,468.96139999999946,240.0,12.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):soup('onion', 3, 6)","(4, 3):soup('onion', 3, 6)"
226,"(0, -1)",interact,17.648,486.6093999999995,260.0,13.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",,"(4, 2):empty;(4, 3):soup('onion', 3, 7)","(4, 3):soup('onion', 3, 7)"
227,"(-1, 0)","(0, 1)",-0.01200000000000001,486.5973999999995,260.0,13.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):empty;(4, 3):soup('onion', 3, 8)","(4, 3):soup('onion', 3, 8)"
228,interact,"(0, 1)",3.3444,489.9417999999995,260.0,13.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)"
229,"(0, -1)","(0, 1)",-0.015600000000000147,489.9261999999995,260.0,13.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)"
230,interact,"(0, 0)",-0.015600000000000147,489.9105999999995,260.0,13.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)"
231,"(-1, 0)","(0, 1)",-0.015600000000000147,489.89499999999947,260.0,13.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 12)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 12)"
232,interact,"(0, 1)",3.3408,493.2357999999995,260.0,13.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)"
233,"(0, -1)","(0, 1)",-0.019200000000000016,493.21659999999946,260.0,13.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)"
234,interact,"(0, 0)",-0.019200000000000016,493.19739999999945,260.0,13.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)"
235,"(-1, 0)","(0, 1)",-0.019200000000000016,493.17819999999944,260.0,13.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 16)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 16)"
236,interact,"(0, 1)",3.456,496.63419999999945,260.0,13.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 17)","(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 17)"
237,"(0, -1)",interact,2.976,499.61019999999945,260.0,13.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 18)","(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 18)"
238,interact,"(1, 0)",-0.02400000000000002,499.58619999999945,260.0,13.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 19)","(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 19)"
239,"(0, 1)",interact,0.5700000000000001,500.15619999999944,260.0,13.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 20)"
240,"(0, 0)",interact,5.4452,505.60139999999944,260.0,13.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(1, 0)","soup('onion', 3, 20)","(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
241,"(-1, 0)","(0, -1)",0.024600000000000222,505.62599999999946,260.0,13.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
242,interact,interact,21.0044,526.6303999999994,280.0,14.0,"(5, 3)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)"
243,"(0, -1)",interact,-0.015600000000000147,526.6147999999995,280.0,14.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)"
244,interact,"(0, 1)",-0.015600000000000147,526.5991999999995,280.0,14.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)"
245,"(0, 1)","(0, 1)",-0.015600000000000147,526.5835999999996,280.0,14.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)"
246,"(-1, 0)",interact,2.9844,529.5679999999996,280.0,14.0,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 1, 0)"
247,interact,"(1, 0)",3.3408,532.9087999999996,280.0,14.0,"(5, 3)","(-1, 0)",,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)"
248,"(0, -1)","(0, -1)",-0.019200000000000016,532.8895999999996,280.0,14.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)"
249,interact,"(-1, 0)",-0.019200000000000016,532.8703999999997,280.0,14.0,"(5, 2)","(0, -1)",onion,"(2, 2)","(-1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)"
250,"(0, 1)","(1, 0)",-0.019200000000000016,532.8511999999997,280.0,14.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)"
251,"(-1, 0)",interact,-0.019200000000000016,532.8319999999998,280.0,14.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 2, 0)"
252,interact,interact,3.456,536.2879999999998,280.0,14.0,"(5, 3)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 1)","(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 1)"
253,"(0, -1)","(0, -1)",-0.02400000000000002,536.2639999999998,280.0,14.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 2)","(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 2)"
254,interact,"(-1, 0)",-0.02400000000000002,536.2399999999998,280.0,14.0,"(5, 2)","(0, -1)",onion,"(2, 2)","(-1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 3)","(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 3)"
255,"(0, 1)","(1, 0)",0.5700000000000001,536.8099999999998,280.0,14.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 4)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 4)"
256,"(0, 0)",interact,5.5046,542.3145999999998,280.0,14.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):soup('onion', 3, 5)","(4, 3):soup('onion', 3, 5)"
257,"(-1, 0)","(0, -1)",-0.0354000000000001,542.2791999999998,280.0,14.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):soup('onion', 3, 6)","(4, 3):soup('onion', 3, 6)"
258,"(0, -1)",interact,17.648,559.9271999999999,300.0,15.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",,"(4, 2):empty;(4, 3):soup('onion', 3, 7)","(4, 3):soup('onion', 3, 7)"
259,"(-1, 0)","(0, 1)",-0.01200000000000001,559.9151999999999,300.0,15.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):empty;(4, 3):soup('onion', 3, 8)","(4, 3):soup('onion', 3, 8)"
260,interact,"(0, 1)",3.3444,563.2595999999999,300.0,15.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)"
261,"(0, -1)","(0, 1)",-0.015600000000000147,563.2439999999999,300.0,15.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)"
262,interact,"(0, 0)",-0.015600000000000147,563.2284,300.0,15.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)"
263,"(-1, 0)","(0, 1)",-0.015600000000000147,563.2128,300.0,15.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 12)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 12)"
264,interact,"(0, 1)",3.3408,566.5536,300.0,15.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)"
265,"(0, -1)","(0, 1)",-0.019200000000000016,566.5344,300.0,15.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)"
266,interact,"(0, 0)",-0.019200000000000016,566.5152,300.0,15.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)"
267,"(-1, 0)","(0, 1)",-0.019200000000000016,566.4960000000001,300.0,15.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 16)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 16)"
268,interact,"(0, 1)",3.456,569.9520000000001,300.0,15.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 17)","(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 17)"
269,"(0, -1)",interact,2.976,572.9280000000001,300.0,15.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 18)","(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 18)"
270,interact,"(1, 0)",-0.02400000000000002,572.9040000000001,300.0,15.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 19)","(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 19)"
271,"(0, 1)",interact,0.5700000000000001,573.4740000000002,300.0,15.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 20)"
272,"(0, 0)",interact,5.4452,578.9192000000002,300.0,15.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(1, 0)","soup('onion', 3, 20)","(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
273,"(-1, 0)","(0, -1)",0.024600000000000222,578.9438000000001,300.0,15.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
274,interact,interact,21.0044,599.9482000000002,320.0,16.0,"(5, 3)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)"
275,"(0, -1)",interact,-0.015600000000000147,599.9326000000002,320.0,16.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)"
276,interact,"(0, 1)",-0.015600000000000147,599.9170000000003,320.0,16.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)"
277,"(0, 1)","(0, 1)",-0.015600000000000147,599.9014000000003,320.0,16.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)"
278,"(-1, 0)",interact,2.9844,602.8858000000004,320.0,16.0,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 1, 0)"
279,interact,"(1, 0)",3.3408,606.2266000000003,320.0,16.0,"(5, 3)","(-1, 0)",,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)"
280,"(0, -1)","(0, -1)",-0.019200000000000016,606.2074000000003,320.0,16.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)"
281,interact,"(-1, 0)",-0.019200000000000016,606.1882000000004,320.0,16.0,"(5, 2)","(0, -1)",onion,"(2, 2)","(-1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)"
282,"(0, 1)","(1, 0)",-0.019200000000000016,606.1690000000004,320.0,16.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)"
283,"(-1, 0)",interact,-0.019200000000000016,606.1498000000005,320.0,16.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 2, 0)"
284,interact,interact,3.456,609.6058000000005,320.0,16.0,"(5, 3)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 1)","(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 1)"
285,"(0, -1)","(0, -1)",-0.02400000000000002,609.5818000000005,320.0,16.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 2)","(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 2)"
286,interact,"(-1, 0)",-0.02400000000000002,609.5578000000005,320.0,16.0,"(5, 2)","(0, -1)",onion,"(2, 2)","(-1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 3)","(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 3)"
287,"(0, 1)","(1, 0)",0.5700000000000001,610.1278000000005,320.0,16.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 4)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 4)"
288,"(0, 0)",interact,5.5046,615.6324000000005,320.0,16.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):soup('onion', 3, 5)","(4, 3):soup('onion', 3, 5)"
289,"(-1, 0)","(0, -1)",-0.0354000000000001,615.5970000000005,320.0,16.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):soup('onion', 3, 6)","(4, 3):soup('onion', 3, 6)"
