step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
138,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
139,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
140,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
141,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
142,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
143,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
144,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
145,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
146,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
147,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
148,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
149,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
150,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
151,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
152,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
153,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
154,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
155,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
156,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
157,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
158,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
159,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
160,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
161,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
162,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
163,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
164,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
165,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
166,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
167,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
168,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
169,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
170,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
171,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
172,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
173,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
174,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
175,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
176,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
177,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
178,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
179,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
180,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
181,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
182,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
183,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
184,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
185,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
186,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
187,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
188,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
189,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
190,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
191,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
192,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
193,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
194,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
195,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
196,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
197,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
198,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
199,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
200,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
201,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
202,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
203,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
204,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
205,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
206,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
