step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
114,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
115,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
116,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
117,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
118,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
119,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
120,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
121,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
122,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
123,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
124,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
125,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
126,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
127,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
128,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
129,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
130,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
131,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
132,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
133,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
134,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
135,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
136,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
137,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
138,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
139,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
140,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
141,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
142,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
143,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
144,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
145,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
146,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
147,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
148,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
149,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
150,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
151,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
152,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
153,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
154,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
155,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
156,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
157,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
158,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
159,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
160,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
161,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
162,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
163,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
164,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
165,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
166,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
167,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
