step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
129,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,60.0,57.0,False,"(3, 1)",onion,"(2, 3)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
130,5,interact,"(3, 1)","(1, 0)",onion,"(2, 3)","(-1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,1,"(0, 1)",3.078,0.0,3.0,0.07800000000000001,60.0,60.0,False,"(3, 1)",,"(2, 3)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
131,1,"(0, 1)","(3, 1)","(1, 0)",,"(2, 3)","(0, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)",60.0,60.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,60.0,False,"(3, 2)",,"(1, 3)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)"
132,2,"(1, 0)","(3, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)",60.0,60.0,0,"(0, -1)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,60.0,False,"(3, 2)",,"(1, 2)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)"
133,1,"(0, 1)","(3, 2)","(1, 0)",,"(1, 2)","(0, -1)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)",60.0,60.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,60.0,False,"(3, 3)",,"(1, 2)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)"
134,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)",60.0,60.0,5,interact,2.998,0.0,3.0,-0.0020000000000000018,60.0,63.0,False,"(2, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)"
135,3,"(-1, 0)","(2, 3)","(-1, 0)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)",60.0,63.0,0,"(0, -1)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,63.0,False,"(1, 3)",,"(1, 1)",dish,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)"
136,5,interact,"(1, 3)","(-1, 0)",,"(1, 1)","(0, -1)",dish,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)",60.0,63.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,63.0,False,"(1, 3)",onion,"(2, 1)",dish,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)"
137,4,"(0, 0)","(1, 3)","(-1, 0)",onion,"(2, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)",60.0,63.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,63.0,False,"(1, 3)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)"
138,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)",60.0,63.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,63.0,False,"(1, 2)",onion,"(2, 1)",dish,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)"
139,1,"(0, 1)","(1, 2)","(0, -1)",onion,"(2, 1)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)",60.0,63.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,63.0,False,"(1, 3)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)"
140,0,"(0, -1)","(1, 3)","(0, 1)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)",60.0,63.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,63.0,False,"(1, 2)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)"
141,2,"(1, 0)","(1, 2)","(0, -1)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)",60.0,63.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,63.0,False,"(1, 2)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)"
142,0,"(0, -1)","(1, 2)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)",60.0,63.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,63.0,False,"(1, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)"
143,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)",60.0,63.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,63.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)"
144,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)",60.0,63.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,63.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)"
145,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)",60.0,63.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,63.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)"
146,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)",60.0,63.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,63.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)"
147,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)",60.0,63.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,63.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)"
148,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)",60.0,63.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,63.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)"
149,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)",60.0,63.0,5,interact,0.09699999999999998,0.0,0.0,0.09699999999999998,60.0,63.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
150,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",60.0,63.0,5,interact,5.0564,0.0,5.0,0.056400000000000006,60.0,68.0,False,"(2, 1)",onion,"(3, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
151,5,interact,"(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",60.0,68.0,1,"(0, 1)",0.006300000000000017,0.0,0.0,0.006300000000000017,60.0,68.0,False,"(2, 1)",onion,"(3, 2)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
152,5,interact,"(2, 1)","(1, 0)",onion,"(3, 2)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",60.0,68.0,1,"(0, 1)",0.006199999999999983,0.0,0.0,0.006199999999999983,60.0,68.0,False,"(2, 1)",onion,"(3, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
153,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 3)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",60.0,68.0,3,"(-1, 0)",0.006099999999999994,0.0,0.0,0.006099999999999994,60.0,68.0,False,"(3, 1)",onion,"(2, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
154,5,interact,"(3, 1)","(1, 0)",onion,"(2, 3)","(-1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",60.0,68.0,5,interact,3.0555,0.0,3.0,0.05550000000000002,60.0,71.0,False,"(3, 1)",,"(2, 3)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
155,1,"(0, 1)","(3, 1)","(1, 0)",,"(2, 3)","(-1, 0)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,71.0,1,"(0, 1)",-0.004499999999999993,0.0,0.0,-0.004499999999999993,60.0,71.0,False,"(3, 2)",,"(2, 3)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
156,4,"(0, 0)","(3, 2)","(0, 1)",,"(2, 3)","(0, 1)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,71.0,5,interact,19.6094,20.0,0.0,-0.39060000000000006,80.0,71.0,True,"(3, 2)",,"(2, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
157,1,"(0, 1)","(3, 2)","(0, 1)",,"(2, 3)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",80.0,71.0,3,"(-1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,80.0,71.0,False,"(3, 3)",,"(1, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
158,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 3)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",80.0,71.0,5,interact,-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,80.0,71.0,False,"(2, 3)",,"(1, 3)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
159,3,"(-1, 0)","(2, 3)","(-1, 0)",,"(1, 3)","(-1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",80.0,71.0,0,"(0, -1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,80.0,71.0,False,"(1, 3)",,"(1, 2)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
160,3,"(-1, 0)","(1, 3)","(-1, 0)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",80.0,71.0,0,"(0, -1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,80.0,71.0,False,"(1, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
161,3,"(-1, 0)","(1, 3)","(-1, 0)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",80.0,71.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,80.0,71.0,False,"(1, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
162,5,interact,"(1, 3)","(-1, 0)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",80.0,71.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,80.0,71.0,False,"(1, 3)",onion,"(3, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
163,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",80.0,71.0,5,interact,3.0588,0.0,3.0,0.0588,80.0,74.0,False,"(1, 2)",onion,"(3, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
164,0,"(0, -1)","(1, 2)","(0, -1)",onion,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",80.0,74.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,80.0,74.0,False,"(1, 1)",onion,"(3, 2)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
165,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(3, 2)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",80.0,74.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,80.0,74.0,False,"(2, 1)",onion,"(3, 3)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
166,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",80.0,74.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,80.0,74.0,False,"(3, 1)",onion,"(2, 3)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
167,5,interact,"(3, 1)","(1, 0)",onion,"(2, 3)","(-1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",80.0,74.0,1,"(0, 1)",3.078,0.0,3.0,0.07800000000000001,80.0,77.0,False,"(3, 1)",,"(2, 3)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
168,1,"(0, 1)","(3, 1)","(1, 0)",,"(2, 3)","(0, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)",80.0,77.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,77.0,False,"(3, 2)",,"(1, 3)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)"
169,2,"(1, 0)","(3, 2)","(0, 1)",,"(1, 3)","(-1, 0)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)",80.0,77.0,0,"(0, -1)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,77.0,False,"(3, 2)",,"(1, 2)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)"
170,1,"(0, 1)","(3, 2)","(1, 0)",,"(1, 2)","(0, -1)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)",80.0,77.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,77.0,False,"(3, 3)",,"(1, 2)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)"
171,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)",80.0,77.0,5,interact,2.998,0.0,3.0,-0.0020000000000000018,80.0,80.0,False,"(2, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)"
172,3,"(-1, 0)","(2, 3)","(-1, 0)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)",80.0,80.0,0,"(0, -1)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,80.0,False,"(1, 3)",,"(1, 1)",dish,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)"
173,5,interact,"(1, 3)","(-1, 0)",,"(1, 1)","(0, -1)",dish,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)",80.0,80.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,80.0,False,"(1, 3)",onion,"(2, 1)",dish,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)"
174,4,"(0, 0)","(1, 3)","(-1, 0)",onion,"(2, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)",80.0,80.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,80.0,False,"(1, 3)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)"
175,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)",80.0,80.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,80.0,False,"(1, 2)",onion,"(2, 1)",dish,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)"
176,1,"(0, 1)","(1, 2)","(0, -1)",onion,"(2, 1)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)",80.0,80.0,2,"(1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,80.0,False,"(1, 3)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)"
177,0,"(0, -1)","(1, 3)","(0, 1)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)",80.0,80.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,80.0,False,"(1, 2)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)"
178,2,"(1, 0)","(1, 2)","(0, -1)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)",80.0,80.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,80.0,False,"(1, 2)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)"
179,0,"(0, -1)","(1, 2)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)",80.0,80.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,80.0,False,"(1, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)"
180,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)",80.0,80.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,80.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)"
181,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)",80.0,80.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,80.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)"
182,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)",80.0,80.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,80.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)"
183,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)",80.0,80.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,80.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)"
184,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)",80.0,80.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,80.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)"
185,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)",80.0,80.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,80.0,80.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)"
186,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)",80.0,80.0,5,interact,0.09699999999999998,0.0,0.0,0.09699999999999998,80.0,80.0,False,"(2, 1)",onion,"(3, 1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
187,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",80.0,80.0,5,interact,5.0564,0.0,5.0,0.056400000000000006,80.0,85.0,False,"(2, 1)",onion,"(3, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
188,5,interact,"(2, 1)","(1, 0)",onion,"(3, 1)","(1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",80.0,85.0,1,"(0, 1)",0.006300000000000017,0.0,0.0,0.006300000000000017,80.0,85.0,False,"(2, 1)",onion,"(3, 2)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
189,5,interact,"(2, 1)","(1, 0)",onion,"(3, 2)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",80.0,85.0,1,"(0, 1)",0.006199999999999983,0.0,0.0,0.006199999999999983,80.0,85.0,False,"(2, 1)",onion,"(3, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
190,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(3, 3)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",80.0,85.0,3,"(-1, 0)",0.006099999999999994,0.0,0.0,0.006099999999999994,80.0,85.0,False,"(3, 1)",onion,"(2, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
191,5,interact,"(3, 1)","(1, 0)",onion,"(2, 3)","(-1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",80.0,85.0,5,interact,3.0555,0.0,3.0,0.05550000000000002,80.0,88.0,False,"(3, 1)",,"(2, 3)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
192,1,"(0, 1)","(3, 1)","(1, 0)",,"(2, 3)","(-1, 0)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",80.0,88.0,1,"(0, 1)",-0.004499999999999993,0.0,0.0,-0.004499999999999993,80.0,88.0,False,"(3, 2)",,"(2, 3)","soup('onion', 3, 20)","(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
