step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
139,2,"(1, 0)","(2, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)",60.0,63.0,5,interact,0.0,0.0,0.0,0.0,60.0,63.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)"
140,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)",60.0,63.0,4,"(0, 0)",0.0,0.0,0.0,0.0,60.0,63.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)"
141,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)",60.0,63.0,4,"(0, 0)",0.0,0.0,0.0,0.0,60.0,63.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)"
142,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)",60.0,63.0,4,"(0, 0)",0.0,0.0,0.0,0.0,60.0,63.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)"
143,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)",60.0,63.0,4,"(0, 0)",0.0,0.0,0.0,0.0,60.0,63.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)"
144,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)",60.0,63.0,4,"(0, 0)",0.0,0.0,0.0,0.0,60.0,63.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)"
145,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)",60.0,63.0,4,"(0, 0)",0.0,0.0,0.0,0.0,60.0,63.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)"
146,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)",60.0,63.0,4,"(0, 0)",0.0,0.0,0.0,0.0,60.0,63.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)"
147,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)",60.0,63.0,4,"(0, 0)",0.0,0.0,0.0,0.0,60.0,63.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)"
148,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)",60.0,63.0,4,"(0, 0)",0.0,0.0,0.0,0.0,60.0,63.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)"
149,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)",60.0,63.0,4,"(0, 0)",0.0,0.0,0.0,0.0,60.0,63.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)"
150,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)",60.0,63.0,4,"(0, 0)",0.0,0.0,0.0,0.0,60.0,63.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
151,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",60.0,63.0,2,"(1, 0)",5.0,0.0,5.0,0.0,60.0,68.0,False,"(3, 1)","soup('onion', 3, 20)","(2, 3)",onion,,"(3, 0):empty;(4, 1):empty"
152,1,"(0, 1)","(3, 1)","(1, 0)","soup('onion', 3, 20)","(2, 3)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",60.0,68.0,0,"(0, -1)",0.0,0.0,0.0,0.0,60.0,68.0,False,"(3, 2)","soup('onion', 3, 20)","(2, 3)",onion,,"(3, 0):empty;(4, 1):empty"
153,1,"(0, 1)","(3, 2)","(0, 1)","soup('onion', 3, 20)","(2, 3)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",60.0,68.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,60.0,68.0,False,"(3, 3)","soup('onion', 3, 20)","(1, 3)",onion,,"(3, 0):empty;(4, 1):empty"
154,1,"(0, 1)","(3, 3)","(0, 1)","soup('onion', 3, 20)","(1, 3)","(-1, 0)",onion,,"(3, 0):empty;(4, 1):empty",60.0,68.0,0,"(0, -1)",0.0,0.0,0.0,0.0,60.0,68.0,False,"(3, 3)","soup('onion', 3, 20)","(1, 2)",onion,,"(3, 0):empty;(4, 1):empty"
155,3,"(-1, 0)","(3, 3)","(0, 1)","soup('onion', 3, 20)","(1, 2)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",60.0,68.0,0,"(0, -1)",0.0,0.0,0.0,0.0,60.0,68.0,False,"(2, 3)","soup('onion', 3, 20)","(1, 1)",onion,,"(3, 0):empty;(4, 1):empty"
156,1,"(0, 1)","(2, 3)","(-1, 0)","soup('onion', 3, 20)","(1, 1)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",60.0,68.0,2,"(1, 0)",0.0,0.0,0.0,0.0,60.0,68.0,False,"(2, 3)","soup('onion', 3, 20)","(2, 1)",onion,,"(3, 0):empty;(4, 1):empty"
157,5,interact,"(2, 3)","(0, 1)","soup('onion', 3, 20)","(2, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",60.0,68.0,2,"(1, 0)",20.0,20.0,0.0,0.0,80.0,68.0,True,"(2, 3)",,"(3, 1)",onion,,"(3, 0):empty;(4, 1):empty"
158,3,"(-1, 0)","(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",80.0,68.0,5,interact,3.0,0.0,3.0,0.0,80.0,71.0,False,"(1, 3)",,"(3, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
159,5,interact,"(1, 3)","(-1, 0)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",80.0,71.0,1,"(0, 1)",0.0,0.0,0.0,0.0,80.0,71.0,False,"(1, 3)",onion,"(3, 2)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
160,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(3, 2)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",80.0,71.0,2,"(1, 0)",0.0,0.0,0.0,0.0,80.0,71.0,False,"(1, 2)",onion,"(3, 2)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
161,0,"(0, -1)","(1, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",80.0,71.0,1,"(0, 1)",0.0,0.0,0.0,0.0,80.0,71.0,False,"(1, 1)",onion,"(3, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
162,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",80.0,71.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,80.0,71.0,False,"(2, 1)",onion,"(2, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
163,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(2, 3)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",80.0,71.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,80.0,71.0,False,"(3, 1)",onion,"(1, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
164,5,interact,"(3, 1)","(1, 0)",onion,"(1, 3)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",80.0,71.0,5,interact,3.0,0.0,3.0,0.0,80.0,74.0,False,"(3, 1)",,"(1, 3)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
165,1,"(0, 1)","(3, 1)","(1, 0)",,"(1, 3)","(-1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",80.0,74.0,0,"(0, -1)",0.0,0.0,0.0,0.0,80.0,74.0,False,"(3, 2)",,"(1, 2)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
166,1,"(0, 1)","(3, 2)","(0, 1)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",80.0,74.0,0,"(0, -1)",0.0,0.0,0.0,0.0,80.0,74.0,False,"(3, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
167,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",80.0,74.0,2,"(1, 0)",0.0,0.0,0.0,0.0,80.0,74.0,False,"(2, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
168,5,interact,"(2, 3)","(-1, 0)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",80.0,74.0,2,"(1, 0)",0.0,0.0,0.0,0.0,80.0,74.0,False,"(2, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
169,5,interact,"(2, 3)","(-1, 0)",,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",80.0,74.0,5,interact,3.0,0.0,3.0,0.0,80.0,77.0,False,"(2, 3)",,"(3, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
170,3,"(-1, 0)","(2, 3)","(-1, 0)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)",80.0,77.0,5,interact,0.0,0.0,0.0,0.0,80.0,77.0,False,"(1, 3)",,"(3, 1)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)"
171,0,"(0, -1)","(1, 3)","(-1, 0)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)",80.0,77.0,1,"(0, 1)",0.0,0.0,0.0,0.0,80.0,77.0,False,"(1, 2)",,"(3, 2)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)"
172,3,"(-1, 0)","(1, 2)","(0, -1)",,"(3, 2)","(0, 1)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)",80.0,77.0,1,"(0, 1)",0.0,0.0,0.0,0.0,80.0,77.0,False,"(1, 2)",,"(3, 3)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)"
173,5,interact,"(1, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)",80.0,77.0,3,"(-1, 0)",3.0,0.0,3.0,0.0,80.0,80.0,False,"(1, 2)",dish,"(2, 3)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)"
174,3,"(-1, 0)","(1, 2)","(-1, 0)",dish,"(2, 3)","(-1, 0)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)",80.0,80.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,80.0,80.0,False,"(1, 2)",dish,"(1, 3)",,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)"
175,0,"(0, -1)","(1, 2)","(-1, 0)",dish,"(1, 3)","(-1, 0)",,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)",80.0,80.0,1,"(0, 1)",0.0,0.0,0.0,0.0,80.0,80.0,False,"(1, 1)",dish,"(1, 3)",,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)"
176,2,"(1, 0)","(1, 1)","(0, -1)",dish,"(1, 3)","(0, 1)",,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)",80.0,80.0,5,interact,0.0,0.0,0.0,0.0,80.0,80.0,False,"(2, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)"
177,2,"(1, 0)","(2, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)",80.0,80.0,5,interact,0.0,0.0,0.0,0.0,80.0,80.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)"
178,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)",80.0,80.0,4,"(0, 0)",0.0,0.0,0.0,0.0,80.0,80.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)"
179,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)",80.0,80.0,4,"(0, 0)",0.0,0.0,0.0,0.0,80.0,80.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)"
180,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)",80.0,80.0,4,"(0, 0)",0.0,0.0,0.0,0.0,80.0,80.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)"
181,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)",80.0,80.0,4,"(0, 0)",0.0,0.0,0.0,0.0,80.0,80.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)"
182,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)",80.0,80.0,4,"(0, 0)",0.0,0.0,0.0,0.0,80.0,80.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)"
183,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)",80.0,80.0,4,"(0, 0)",0.0,0.0,0.0,0.0,80.0,80.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)"
184,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)",80.0,80.0,4,"(0, 0)",0.0,0.0,0.0,0.0,80.0,80.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)"
185,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)",80.0,80.0,4,"(0, 0)",0.0,0.0,0.0,0.0,80.0,80.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)"
186,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)",80.0,80.0,4,"(0, 0)",0.0,0.0,0.0,0.0,80.0,80.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)"
187,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)",80.0,80.0,4,"(0, 0)",0.0,0.0,0.0,0.0,80.0,80.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)"
188,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)",80.0,80.0,4,"(0, 0)",0.0,0.0,0.0,0.0,80.0,80.0,False,"(3, 1)",dish,"(1, 3)",onion,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
189,5,interact,"(3, 1)","(1, 0)",dish,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",80.0,80.0,2,"(1, 0)",5.0,0.0,5.0,0.0,80.0,85.0,False,"(3, 1)","soup('onion', 3, 20)","(2, 3)",onion,,"(3, 0):empty;(4, 1):empty"
190,1,"(0, 1)","(3, 1)","(1, 0)","soup('onion', 3, 20)","(2, 3)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",80.0,85.0,0,"(0, -1)",0.0,0.0,0.0,0.0,80.0,85.0,False,"(3, 2)","soup('onion', 3, 20)","(2, 3)",onion,,"(3, 0):empty;(4, 1):empty"
191,1,"(0, 1)","(3, 2)","(0, 1)","soup('onion', 3, 20)","(2, 3)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",80.0,85.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,80.0,85.0,False,"(3, 3)","soup('onion', 3, 20)","(1, 3)",onion,,"(3, 0):empty;(4, 1):empty"
192,1,"(0, 1)","(3, 3)","(0, 1)","soup('onion', 3, 20)","(1, 3)","(-1, 0)",onion,,"(3, 0):empty;(4, 1):empty",80.0,85.0,0,"(0, -1)",0.0,0.0,0.0,0.0,80.0,85.0,False,"(3, 3)","soup('onion', 3, 20)","(1, 2)",onion,,"(3, 0):empty;(4, 1):empty"
193,3,"(-1, 0)","(3, 3)","(0, 1)","soup('onion', 3, 20)","(1, 2)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",80.0,85.0,0,"(0, -1)",0.0,0.0,0.0,0.0,80.0,85.0,False,"(2, 3)","soup('onion', 3, 20)","(1, 1)",onion,,"(3, 0):empty;(4, 1):empty"
194,1,"(0, 1)","(2, 3)","(-1, 0)","soup('onion', 3, 20)","(1, 1)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",80.0,85.0,2,"(1, 0)",0.0,0.0,0.0,0.0,80.0,85.0,False,"(2, 3)","soup('onion', 3, 20)","(2, 1)",onion,,"(3, 0):empty;(4, 1):empty"
195,5,interact,"(2, 3)","(0, 1)","soup('onion', 3, 20)","(2, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",80.0,85.0,2,"(1, 0)",20.0,20.0,0.0,0.0,100.0,85.0,True,"(2, 3)",,"(3, 1)",onion,,"(3, 0):empty;(4, 1):empty"
196,3,"(-1, 0)","(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",100.0,85.0,5,interact,3.0,0.0,3.0,0.0,100.0,88.0,False,"(1, 3)",,"(3, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
197,5,interact,"(1, 3)","(-1, 0)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",100.0,88.0,1,"(0, 1)",0.0,0.0,0.0,0.0,100.0,88.0,False,"(1, 3)",onion,"(3, 2)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
198,0,"(0, -1)","(1, 3)","(-1, 0)",onion,"(3, 2)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",100.0,88.0,2,"(1, 0)",0.0,0.0,0.0,0.0,100.0,88.0,False,"(1, 2)",onion,"(3, 2)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
199,0,"(0, -1)","(1, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",100.0,88.0,1,"(0, 1)",0.0,0.0,0.0,0.0,100.0,88.0,False,"(1, 1)",onion,"(3, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
200,2,"(1, 0)","(1, 1)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",100.0,88.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,100.0,88.0,False,"(2, 1)",onion,"(2, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
201,2,"(1, 0)","(2, 1)","(1, 0)",onion,"(2, 3)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",100.0,88.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,100.0,88.0,False,"(3, 1)",onion,"(1, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
202,5,interact,"(3, 1)","(1, 0)",onion,"(1, 3)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",100.0,88.0,5,interact,3.0,0.0,3.0,0.0,100.0,91.0,False,"(3, 1)",,"(1, 3)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
203,1,"(0, 1)","(3, 1)","(1, 0)",,"(1, 3)","(-1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",100.0,91.0,0,"(0, -1)",0.0,0.0,0.0,0.0,100.0,91.0,False,"(3, 2)",,"(1, 2)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
204,1,"(0, 1)","(3, 2)","(0, 1)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",100.0,91.0,0,"(0, -1)",0.0,0.0,0.0,0.0,100.0,91.0,False,"(3, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
205,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",100.0,91.0,2,"(1, 0)",0.0,0.0,0.0,0.0,100.0,91.0,False,"(2, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
206,5,interact,"(2, 3)","(-1, 0)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",100.0,91.0,2,"(1, 0)",0.0,0.0,0.0,0.0,100.0,91.0,False,"(2, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
207,5,interact,"(2, 3)","(-1, 0)",,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",100.0,91.0,5,interact,3.0,0.0,3.0,0.0,100.0,94.0,False,"(2, 3)",,"(3, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
