step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
136,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,0,"(0, -1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(3, 3)",,"(1, 2)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
137,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,0,"(0, -1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(2, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
138,1,"(0, 1)","(2, 3)","(-1, 0)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(2, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
139,5,interact,"(2, 3)","(0, 1)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,40.0,40.0,False,"(2, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
140,5,interact,"(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",40.0,40.0,5,interact,3.078,0.0,3.0,0.07800000000000001,40.0,43.0,False,"(2, 3)",,"(3, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
141,5,interact,"(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)",40.0,43.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,43.0,False,"(2, 3)",,"(2, 1)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)"
142,1,"(0, 1)","(2, 3)","(0, 1)",,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)",40.0,43.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,43.0,False,"(2, 3)",,"(1, 1)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)"
143,1,"(0, 1)","(2, 3)","(0, 1)",,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)",40.0,43.0,1,"(0, 1)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,43.0,False,"(2, 3)",,"(1, 2)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)"
144,2,"(1, 0)","(2, 3)","(0, 1)",,"(1, 2)","(0, 1)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)",40.0,43.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,43.0,False,"(3, 3)",,"(1, 2)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)"
145,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 2)","(-1, 0)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)",40.0,43.0,5,interact,2.998,0.0,3.0,-0.0020000000000000018,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)"
146,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)"
147,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 7)","(3, 0):empty;(4, 1):soup('onion', 3, 7)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)"
148,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 8)","(3, 0):empty;(4, 1):soup('onion', 3, 8)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)"
149,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 9)","(3, 0):empty;(4, 1):soup('onion', 3, 9)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)"
150,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 10)","(3, 0):empty;(4, 1):soup('onion', 3, 10)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)"
151,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 11)","(3, 0):empty;(4, 1):soup('onion', 3, 11)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)"
152,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 12)","(3, 0):empty;(4, 1):soup('onion', 3, 12)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)"
153,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 13)","(3, 0):empty;(4, 1):soup('onion', 3, 13)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)"
154,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 14)","(3, 0):empty;(4, 1):soup('onion', 3, 14)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)"
155,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 15)","(3, 0):empty;(4, 1):soup('onion', 3, 15)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)"
156,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 16)","(3, 0):empty;(4, 1):soup('onion', 3, 16)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)"
157,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 17)","(3, 0):empty;(4, 1):soup('onion', 3, 17)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)"
158,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 18)","(3, 0):empty;(4, 1):soup('onion', 3, 18)",40.0,46.0,5,interact,-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)"
159,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 19)","(3, 0):empty;(4, 1):soup('onion', 3, 19)",40.0,46.0,5,interact,0.09699999999999998,0.0,0.0,0.09699999999999998,40.0,46.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
160,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(-1, 0)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",40.0,46.0,0,"(0, -1)",-0.003000000000000025,0.0,0.0,-0.003000000000000025,40.0,46.0,False,"(3, 3)",,"(1, 1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
161,5,interact,"(3, 3)","(0, 1)",,"(1, 1)","(0, -1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",40.0,46.0,2,"(1, 0)",-0.003000000000000025,0.0,0.0,-0.003000000000000025,40.0,46.0,False,"(3, 3)",,"(2, 1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
162,5,interact,"(3, 3)","(0, 1)",,"(2, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",40.0,46.0,2,"(1, 0)",-0.003000000000000025,0.0,0.0,-0.003000000000000025,40.0,46.0,False,"(3, 3)",,"(3, 1)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)"
163,4,"(0, 0)","(3, 3)","(0, 1)",,"(3, 1)","(1, 0)",dish,"(4, 1):soup('onion', 3, 20)","(3, 0):empty;(4, 1):soup('onion', 3, 20)",40.0,46.0,5,interact,5.0564,0.0,5.0,0.056400000000000006,40.0,51.0,False,"(3, 3)",,"(3, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
164,3,"(-1, 0)","(3, 3)","(0, 1)",,"(3, 1)","(1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",40.0,51.0,3,"(-1, 0)",0.006300000000000017,0.0,0.0,0.006300000000000017,40.0,51.0,False,"(2, 3)",,"(2, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
165,5,interact,"(2, 3)","(-1, 0)",,"(2, 1)","(-1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",40.0,51.0,3,"(-1, 0)",-0.013600000000000013,0.0,0.0,-0.013600000000000013,40.0,51.0,False,"(2, 3)",,"(1, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
166,1,"(0, 1)","(2, 3)","(-1, 0)",,"(1, 1)","(-1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",40.0,51.0,1,"(0, 1)",0.006300000000000017,0.0,0.0,0.006300000000000017,40.0,51.0,False,"(2, 3)",,"(1, 2)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
167,2,"(1, 0)","(2, 3)","(0, 1)",,"(1, 2)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",40.0,51.0,1,"(0, 1)",0.006199999999999983,0.0,0.0,0.006199999999999983,40.0,51.0,False,"(3, 3)",,"(1, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
168,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 3)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",40.0,51.0,2,"(1, 0)",0.006099999999999994,0.0,0.0,0.006099999999999994,40.0,51.0,False,"(3, 3)",,"(2, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
169,3,"(-1, 0)","(3, 3)","(0, 1)",,"(2, 3)","(1, 0)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",40.0,51.0,1,"(0, 1)",-0.009840000000000028,0.0,0.0,-0.009840000000000028,40.0,51.0,False,"(3, 3)",,"(2, 3)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty"
170,1,"(0, 1)","(3, 3)","(-1, 0)",,"(2, 3)","(0, 1)","soup('onion', 3, 20)",,"(3, 0):empty;(4, 1):empty",40.0,51.0,5,interact,19.616,20.0,0.0,-0.384,60.0,51.0,True,"(3, 3)",,"(2, 3)",,,"(3, 0):empty;(4, 1):empty"
171,2,"(1, 0)","(3, 3)","(0, 1)",,"(2, 3)","(0, 1)",,,"(3, 0):empty;(4, 1):empty",60.0,51.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,60.0,51.0,False,"(3, 3)",,"(1, 3)",,,"(3, 0):empty;(4, 1):empty"
172,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 3)","(-1, 0)",,,"(3, 0):empty;(4, 1):empty",60.0,51.0,5,interact,0.0,0.0,0.0,0.0,60.0,51.0,False,"(3, 3)",,"(1, 3)",onion,,"(3, 0):empty;(4, 1):empty"
173,1,"(0, 1)","(3, 3)","(0, 1)",,"(1, 3)","(-1, 0)",onion,,"(3, 0):empty;(4, 1):empty",60.0,51.0,0,"(0, -1)",0.0,0.0,0.0,0.0,60.0,51.0,False,"(3, 3)",,"(1, 2)",onion,,"(3, 0):empty;(4, 1):empty"
174,5,interact,"(3, 3)","(0, 1)",,"(1, 2)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",60.0,51.0,0,"(0, -1)",0.0,0.0,0.0,0.0,60.0,51.0,False,"(3, 3)",,"(1, 1)",onion,,"(3, 0):empty;(4, 1):empty"
175,5,interact,"(3, 3)","(0, 1)",,"(1, 1)","(0, -1)",onion,,"(3, 0):empty;(4, 1):empty",60.0,51.0,2,"(1, 0)",0.0,0.0,0.0,0.0,60.0,51.0,False,"(3, 3)",,"(2, 1)",onion,,"(3, 0):empty;(4, 1):empty"
176,5,interact,"(3, 3)","(0, 1)",,"(2, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",60.0,51.0,2,"(1, 0)",0.0,0.0,0.0,0.0,60.0,51.0,False,"(3, 3)",,"(3, 1)",onion,,"(3, 0):empty;(4, 1):empty"
177,5,interact,"(3, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,,"(3, 0):empty;(4, 1):empty",60.0,51.0,5,interact,3.0594,0.0,3.0,0.0594,60.0,54.0,False,"(3, 3)",,"(3, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
178,3,"(-1, 0)","(3, 3)","(0, 1)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,3,"(-1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(2, 3)",,"(2, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
179,5,interact,"(2, 3)","(-1, 0)",,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,3,"(-1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(2, 3)",,"(1, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
180,2,"(1, 0)","(2, 3)","(-1, 0)",,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,1,"(0, 1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(3, 3)",,"(1, 2)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
181,4,"(0, 0)","(3, 3)","(1, 0)",,"(1, 2)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,1,"(0, 1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(3, 3)",,"(1, 3)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
182,5,interact,"(3, 3)","(1, 0)",,"(1, 3)","(0, 1)",,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,5,interact,-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(3, 3)",,"(1, 3)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
183,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,0,"(0, -1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(3, 3)",,"(1, 2)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
184,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,0,"(0, -1)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(2, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
185,1,"(0, 1)","(2, 3)","(-1, 0)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(2, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
186,5,interact,"(2, 3)","(0, 1)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,2,"(1, 0)",-0.0006000000000000006,0.0,0.0,-0.0006000000000000006,60.0,54.0,False,"(2, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)"
187,5,interact,"(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 1, 0)","(3, 0):empty;(4, 1):soup('onion', 1, 0)",60.0,54.0,5,interact,3.0588,0.0,3.0,0.0588,60.0,57.0,False,"(2, 3)",,"(3, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
188,4,"(0, 0)","(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,60.0,57.0,False,"(2, 3)",,"(2, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
189,2,"(1, 0)","(2, 3)","(0, 1)",,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,3,"(-1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,60.0,57.0,False,"(3, 3)",,"(1, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
190,5,interact,"(3, 3)","(1, 0)",,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,60.0,57.0,False,"(3, 3)",,"(1, 2)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
191,4,"(0, 0)","(3, 3)","(1, 0)",,"(1, 2)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,1,"(0, 1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,60.0,57.0,False,"(3, 3)",,"(1, 3)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
192,5,interact,"(3, 3)","(1, 0)",,"(1, 3)","(0, 1)",,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,5,interact,-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,60.0,57.0,False,"(3, 3)",,"(1, 3)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
193,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 3)","(0, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,0,"(0, -1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,60.0,57.0,False,"(3, 3)",,"(1, 2)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
194,3,"(-1, 0)","(3, 3)","(0, 1)",,"(1, 2)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,0,"(0, -1)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,60.0,57.0,False,"(2, 3)",,"(1, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
195,1,"(0, 1)","(2, 3)","(-1, 0)",,"(1, 1)","(0, -1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,60.0,57.0,False,"(2, 3)",,"(2, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
196,5,interact,"(2, 3)","(0, 1)",,"(2, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,2,"(1, 0)",-0.0012000000000000012,0.0,0.0,-0.0012000000000000012,60.0,57.0,False,"(2, 3)",,"(3, 1)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)"
197,5,interact,"(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",onion,"(4, 1):soup('onion', 2, 0)","(3, 0):empty;(4, 1):soup('onion', 2, 0)",60.0,57.0,5,interact,3.078,0.0,3.0,0.07800000000000001,60.0,60.0,False,"(2, 3)",,"(3, 1)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)"
198,5,interact,"(2, 3)","(0, 1)",,"(3, 1)","(1, 0)",,"(4, 1):soup('onion', 3, 1)","(3, 0):empty;(4, 1):soup('onion', 3, 1)",60.0,60.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,60.0,False,"(2, 3)",,"(2, 1)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)"
199,1,"(0, 1)","(2, 3)","(0, 1)",,"(2, 1)","(-1, 0)",,"(4, 1):soup('onion', 3, 2)","(3, 0):empty;(4, 1):soup('onion', 3, 2)",60.0,60.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,60.0,False,"(2, 3)",,"(1, 1)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)"
200,1,"(0, 1)","(2, 3)","(0, 1)",,"(1, 1)","(-1, 0)",,"(4, 1):soup('onion', 3, 3)","(3, 0):empty;(4, 1):soup('onion', 3, 3)",60.0,60.0,1,"(0, 1)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,60.0,False,"(2, 3)",,"(1, 2)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)"
201,2,"(1, 0)","(2, 3)","(0, 1)",,"(1, 2)","(0, 1)",,"(4, 1):soup('onion', 3, 4)","(3, 0):empty;(4, 1):soup('onion', 3, 4)",60.0,60.0,3,"(-1, 0)",-0.0020000000000000018,0.0,0.0,-0.0020000000000000018,60.0,60.0,False,"(3, 3)",,"(1, 2)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)"
202,1,"(0, 1)","(3, 3)","(1, 0)",,"(1, 2)","(-1, 0)",,"(4, 1):soup('onion', 3, 5)","(3, 0):empty;(4, 1):soup('onion', 3, 5)",60.0,60.0,5,interact,2.998,0.0,3.0,-0.0020000000000000018,60.0,63.0,False,"(3, 3)",,"(1, 2)",dish,"(4, 1):soup('onion', 3, 6)","(3, 0):empty;(4, 1):soup('onion', 3, 6)"
