step,ego_action,partner_action,sparse_reward,built_in,base,v2_extra,useless,custom,total,late_stage,no_interaction_change,useless_before,useless_after
354,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
355,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
356,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
357,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
358,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
359,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
360,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
361,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
362,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
363,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
364,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
365,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
366,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
367,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
368,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
369,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
370,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
371,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
372,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
373,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
374,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
375,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
376,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
377,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
378,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
379,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
380,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
381,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
382,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
383,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
384,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
385,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
386,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
387,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
388,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
389,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
390,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
391,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
392,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
393,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
394,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
395,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
396,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
397,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
398,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
399,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
400,"(-1, 0)",interact,0.0,0.0,-0.030000000000000027,0.0,0.0,-0.030000000000000027,-0.030000000000000027,False,False,"[0, 0]","[0, 0]"
